prof_id,title
Head of Sustainability Planning & Reporting,Head of Sustainability Planning & Reporting
CEO at LMI AB,CEO at LMI AB
"Psykologtjänster Privatliv, Arbetsliv, Organisation & Ledarskap","Psykologtjänster Privatliv, Arbetsliv, Organisation & Ledarskap"
"Founder, Wardrobe Crisis","Founder, Wardrobe Crisis"
Risk Management Officer - Climate Change,Risk Management Officer - Climate Change
Cofounder & Managing Partner,Cofounder & Managing Partner
CSR Lead,CSR Lead
Senior Counsel,Senior Counsel
COO/CFO,COO/CFO
Director of Sales and Network Connections (interim),Director of Sales and Network Connections (interim)
Stealth,Stealth
Docent,Docent
Executive Director - Global Sustainable Finance Manager,Executive Director - Global Sustainable Finance Manager
Director of Sales,Director of Sales
International Relations Manager,International Relations Manager
"Strategy, Regeneration, Leadership","Strategy, Regeneration, Leadership"
Associate Programme Management Officer,Associate Programme Management Officer
"International Keynote Speaker, Bestselling Author and Trusted Advisor","International Keynote Speaker, Bestselling Author and Trusted Advisor"
Försäljningschef,Försäljningschef
Enhetschef Hållbart Resenärsmöte,Enhetschef Hållbart Resenärsmöte
Kvalitetsstrateg,Kvalitetsstrateg
Management Consultant & Partner,Management Consultant & Partner
Country Site Manager,Country Site Manager
Regionchef,Regionchef
Founding Director & Co-Chief Ambassador,Founding Director & Co-Chief Ambassador
Head of QA Sales EMEA,Head of QA Sales EMEA
Senior EU policy specialist,Senior EU policy specialist
"SVP, Corporate Communications, ESPA, ESG & Sustainability","SVP, Corporate Communications, ESPA, ESG & Sustainability"
CMD,CMD
Senior Sustainability Specialist,Senior Sustainability Specialist
"Marine Biologist, Fish Population, Marine & Aquatic Resources Management","Marine Biologist, Fish Population, Marine & Aquatic Resources Management"
Collaboratore ESG Strategy,Collaboratore ESG Strategy
Business Developer Smart Energy and Built Environment,Business Developer Smart Energy and Built Environment
Director of ESG and positive impact,Director of ESG and positive impact
"Sustainability Manger, APAC","Sustainability Manger, APAC"
CSR-SD (ESG - SDG) Director at TIETTO MINERALS COTE D'IVOIRE,CSR-SD (ESG - SDG) Director at TIETTO MINERALS COTE D'IVOIRE
Research Fellow,Research Fellow
Psicologo del Lavoro,Psicologo del Lavoro
Founder and MD,Founder and MD
Co Teacher in International Project Finance & Sustainability,Co Teacher in International Project Finance & Sustainability
Head of Environmental Improvement Programs,Head of Environmental Improvement Programs
Vice Dean Sustainability Empowerment and Engagement,Vice Dean Sustainability Empowerment and Engagement
Adjunct Professor of Business,Adjunct Professor of Business
"Group Director, ESG & Sustainability","Group Director, ESG & Sustainability"
Independent Advisor and Consultant,Independent Advisor and Consultant
Administrative Assistant,Administrative Assistant
Asia Region Account Manager,Asia Region Account Manager
Corporate Sustainability Manager,Corporate Sustainability Manager
Owner & Consultant,Owner & Consultant
Projectmanager,Projectmanager
"Transformation Consulting I Supervisory Board, NED","Transformation Consulting I Supervisory Board, NED"
Organisational Psychologist,Organisational Psychologist
Gründer,Gründer
Operations Project Manager - NBS Projects,Operations Project Manager - NBS Projects
Head of Marketing & Business Development,Head of Marketing & Business Development
Sustainability & ESG,Sustainability & ESG
Consulente senior,Consulente senior
ESPECIALISTA EN GESTION INSTITUCIONAL TRANSVERSAL,ESPECIALISTA EN GESTION INSTITUCIONAL TRANSVERSAL
Evolution Guide and Regenerative Designer,Evolution Guide and Regenerative Designer
Impact Lead-Water,Impact Lead-Water
ESG Data and Reporting Manager,ESG Data and Reporting Manager
"Senior Sustainability Manager, VF Outdoor","Senior Sustainability Manager, VF Outdoor"
Data Reporting Manager,Data Reporting Manager
Executive Secretary and CEO,Executive Secretary and CEO
Director Strategic Supply Chain and ESG officer,Director Strategic Supply Chain and ESG officer
Captain Future,Captain Future
Co-lead,Co-lead
Socio Affiliato Gruppo di Lavoro Sostenibilità e Agenda 2030,Socio Affiliato Gruppo di Lavoro Sostenibilità e Agenda 2030
"Contract Executive - Program, Project, Quality & Change Management, Advisory & Sales","Contract Executive - Program, Project, Quality & Change Management, Advisory & Sales"
Senior Fellow,Senior Fellow
Senior LCA Analyst,Senior LCA Analyst
Senior Manager Sustainability Disclosure and Decarbonization,Senior Manager Sustainability Disclosure and Decarbonization
Head of Property,Head of Property
Group Sustainability Reporting Manager,Group Sustainability Reporting Manager
"Manager, Procurement Planning and Category Management","Manager, Procurement Planning and Category Management"
Environmental and Sustainability Consultant | Project Manager,Environmental and Sustainability Consultant | Project Manager
Responsabile sostenibilità e rapporto con gli stakeholder,Responsabile sostenibilità e rapporto con gli stakeholder
Supplier Development & Sustainability Manager,Supplier Development & Sustainability Manager
Founder & Manager,Founder & Manager
Environmental Sustainability & Energy Manager,Environmental Sustainability & Energy Manager
Verksamhetsutvecklare / Utvecklingsledare,Verksamhetsutvecklare / Utvecklingsledare
Partner | Head of Sustainability practice at The European House-Ambrosetti,Partner | Head of Sustainability practice at The European House-Ambrosetti
ESG Senior Program Manager,ESG Senior Program Manager
Senior CSR & Sustainability,Senior CSR & Sustainability
Circular Economy Lecturer & Coach,Circular Economy Lecturer & Coach
Sustainability Partnership & Engagement Leader,Sustainability Partnership & Engagement Leader
Owner and CEO,Owner and CEO
Senior Engineer,Senior Engineer
Group Sustainability Controller,Group Sustainability Controller
Head of Executive Assessment,Head of Executive Assessment
Sr. Sustainability Procurement Lead,Sr. Sustainability Procurement Lead
Sustainable Food Consumption and Production,Sustainable Food Consumption and Production
Director Sustainability Methods,Director Sustainability Methods
Committee Member (Auckland Branch),Committee Member (Auckland Branch)
Senior Sustainability Director Oatly. Co-Lead Global Sustainabilty.,Senior Sustainability Director Oatly. Co-Lead Global Sustainabilty.
Partner & Global Head - ESG,Partner & Global Head - ESG
"Director, Sustainability & Social Responsibility","Director, Sustainability & Social Responsibility"
Commercial Director,Commercial Director
3D Design modeling and computation,3D Design modeling and computation
"Specialist, Quantitative Analysis - Climate Risk","Specialist, Quantitative Analysis - Climate Risk"
Manager Consulting Services,Manager Consulting Services
General Manager - Segment 'Lighting',General Manager - Segment 'Lighting'
"Sustainability coach and lecturer, Founder","Sustainability coach and lecturer, Founder"
Student Success Specialist at TMU's School of Urban and Regional Planning,Student Success Specialist at TMU's School of Urban and Regional Planning
Head of Sustainability - EMEA,Head of Sustainability - EMEA
Principal Circularity & Sustainable Investments,Principal Circularity & Sustainable Investments
Founder & Chief Advisor,Founder & Chief Advisor
Chief Strategy Officer (CSO),Chief Strategy Officer (CSO)
Director of Sustainability and Community,Director of Sustainability and Community
Postdoctoral Research Fellow,Postdoctoral Research Fellow
Portfolio Leader,Portfolio Leader
Business Advisor,Business Advisor
Concept Description specialist,Concept Description specialist
"Principal Director, Sustainability Strategy & Services","Principal Director, Sustainability Strategy & Services"
Country Coordinator,Country Coordinator
Global Sustainability Director,Global Sustainability Director
Head of Sustainability Impact & Assessment,Head of Sustainability Impact & Assessment
Supply Chain Planner,Supply Chain Planner
Administrator,Administrator
Content Strategist,Content Strategist
Design Director,Design Director
Technical Director,Technical Director
Head of Energy & Climate Unit.,Head of Energy & Climate Unit.
Chief Economist and Responsible for the Economic Secretariat,Chief Economist and Responsible for the Economic Secretariat
Hållbarhetschef Sweco Architects,Hållbarhetschef Sweco Architects
Secretary General German Council for Sustainable Development (RNE),Secretary General German Council for Sustainable Development (RNE)
Enhetschef strategiskt klimat- och miljöarbete Nacka kommun,Enhetschef strategiskt klimat- och miljöarbete Nacka kommun
Sr.Sustainability Manager,Sr.Sustainability Manager
Föreläsare och utbildande konsult i hållbart byggande och förvaltande.,Föreläsare och utbildande konsult i hållbart byggande och förvaltande.
Sustainability and Customer Manager,Sustainability and Customer Manager
"Advisor & Consultant - Sustainable Business, People and Planet","Advisor & Consultant - Sustainable Business, People and Planet"
Head of Global operations,Head of Global operations
Vice President HR,Vice President HR
Vice President Sustainability & EHS Management,Vice President Sustainability & EHS Management
"Manager, Global Climate Action","Manager, Global Climate Action"
Graduate Research Assistant,Graduate Research Assistant
Change Leader - Cities and Societies in Transition,Change Leader - Cities and Societies in Transition
"Designer, Facilitator & Debriefer","Designer, Facilitator & Debriefer"
Chefredaktör och ansvarig för företagssamarbete,Chefredaktör och ansvarig för företagssamarbete
Business Intelligence Lead,Business Intelligence Lead
Manager of International Collaboration Development,Manager of International Collaboration Development
Member of Editorial Advisory Board,Member of Editorial Advisory Board
FOUNDER,FOUNDER
Senior Sustainability Development Lead,Senior Sustainability Development Lead
Ledarskaps- och Organisationskonsult. Managing Partner,Ledarskaps- och Organisationskonsult. Managing Partner
Business Developer at New Business & Innovation,Business Developer at New Business & Innovation
Klimat- och energistrateg,Klimat- och energistrateg
AI Consultant,AI Consultant
Policy Director,Policy Director
Socio e Vice Presidente CDA,Socio e Vice Presidente CDA
"President, Tonomus Venture Studio and Chief Sustainability Officer","President, Tonomus Venture Studio and Chief Sustainability Officer"
Middle School Mathematics Teacher,Middle School Mathematics Teacher
Lecturer and Project Developer for Sustainability,Lecturer and Project Developer for Sustainability
Senior Acoustic Consultant,Senior Acoustic Consultant
"Vice President, Responsible Investment","Vice President, Responsible Investment"
Founder & Entrepreneur,Founder & Entrepreneur
Miljökonsult,Miljökonsult
Founder/CEO/Owner,Founder/CEO/Owner
Strategic Lead,Strategic Lead
Product Manager,Product Manager
Impact Coach and portfolio coordinator @Collibri Foundation,Impact Coach and portfolio coordinator @Collibri Foundation
Doktorand i Cirkulär Ekonomi - Miljöteknik på Högskolan i Gävle,Doktorand i Cirkulär Ekonomi - Miljöteknik på Högskolan i Gävle
ESG Manager KKCG Real Estate Group a.s.,ESG Manager KKCG Real Estate Group a.s.
Regional Organizer,Regional Organizer
Interim Director People and Culture,Interim Director People and Culture
Circular Impact Officer/Vice chair,Circular Impact Officer/Vice chair
"Mitgründer – Agiler Organisationsentwickler & zertifizierter Nachhaltigkeitsberater (CSRD, ESG, GWÖ)","Mitgründer – Agiler Organisationsentwickler & zertifizierter Nachhaltigkeitsberater (CSRD, ESG, GWÖ)"
Biträdande enhetschef,Biträdande enhetschef
"CEO, Founder & Consultant","CEO, Founder & Consultant"
"Senior manager, Europe Digital Policy","Senior manager, Europe Digital Policy"
Manager (Climate Risk) - Banking Supervision,Manager (Climate Risk) - Banking Supervision
Executive Director Consulting,Executive Director Consulting
Senior Project Manager - Real Estate Development,Senior Project Manager - Real Estate Development
Founder/Director,Founder/Director
Commercial Operations Analyst,Commercial Operations Analyst
"Investment Manager, Infrastructure & Private Equity – Energy Transition","Investment Manager, Infrastructure & Private Equity – Energy Transition"
Principal CEO,Principal CEO
Application Expert,Application Expert
Grundare / Ägare,Grundare / Ägare
"Frilansjournalist, författare, krönikör och föreläsare","Frilansjournalist, författare, krönikör och föreläsare"
Senior Business Consultant,Senior Business Consultant
Administrativ handläggare,Administrativ handläggare
"Convenor and Head Tutor, Women Leading Change: Shaping Our Future","Convenor and Head Tutor, Women Leading Change: Shaping Our Future"
Consultant-3,Consultant-3
Senior Digital Analyst,Senior Digital Analyst
Strategist for external relations,Strategist for external relations
Scientist,Scientist
Marketing and Communications Specialist,Marketing and Communications Specialist
"Founder, Managing Director","Founder, Managing Director"
Head of Leadership Lab,Head of Leadership Lab
"Director Sustainability, Amcor Flexibles","Director Sustainability, Amcor Flexibles"
Senior Manager Sustainability Consultancy,Senior Manager Sustainability Consultancy
Head of Impact Strategy & Campaigns,Head of Impact Strategy & Campaigns
Head of Savings Strategy & Development,Head of Savings Strategy & Development
Program Host,Program Host
CEO │ FOUNDER,CEO │ FOUNDER
"Communications Officer, Environmental Educator","Communications Officer, Environmental Educator"
Team Leader: Climate & Sustainability,Team Leader: Climate & Sustainability
Innovation Advisor,Innovation Advisor
Director de proyecto,Director de proyecto
Senior Race and Equity Officer,Senior Race and Equity Officer
Community and Events Manager,Community and Events Manager
Vice Chairwoman of the Board,Vice Chairwoman of the Board
"Audit Operations Manager at Pay-Back Group, Milan, Italy","Audit Operations Manager at Pay-Back Group, Milan, Italy"
EMEA Lead Product Sustainability & Circularity,EMEA Lead Product Sustainability & Circularity
Bæredygtighedschef,Bæredygtighedschef
"Board Member, Green Transition Policy Board","Board Member, Green Transition Policy Board"
"Environmental Management Officer, Team Lead of the Environmental Management Team","Environmental Management Officer, Team Lead of the Environmental Management Team"
Director of Affiliate Engagement,Director of Affiliate Engagement
Chairman and Co-founder,Chairman and Co-founder
VP - Sustainability,VP - Sustainability
Sustainability Strategy Manager: Private Equity and Finance,Sustainability Strategy Manager: Private Equity and Finance
Cluster General Manager Radisson Blu Arlandia and Radisson Blu Airport Teminal Hotel,Cluster General Manager Radisson Blu Arlandia and Radisson Blu Airport Teminal Hotel
Miljöjurist,Miljöjurist
Chief Sustainability Officer at Levi Strauss & Co.,Chief Sustainability Officer at Levi Strauss & Co.
"Affordable Housing Planner, Project/Program Manager II","Affordable Housing Planner, Project/Program Manager II"
Hållbarhetsspecialist,Hållbarhetsspecialist
Communications Consultant & Copywriter — owner,Communications Consultant & Copywriter — owner
Team Captain,Team Captain
Senior Executive Sustainability Adviser,Senior Executive Sustainability Adviser
"Qualified Person, Quality Assurance","Qualified Person, Quality Assurance"
Customer Success Manager,Customer Success Manager
Climate Adaptation Director,Climate Adaptation Director
International Circular Economy Advisor,International Circular Economy Advisor
Deputy Manager - South Asia,Deputy Manager - South Asia
Business Development & Sustainability,Business Development & Sustainability
"Founder, CEO and Board member","Founder, CEO and Board member"
International Policy Advisor,International Policy Advisor
"VP- BD & Strategy (Power Trading , Renewables PPA , Decarbonising & Global Carbon Markets)","VP- BD & Strategy (Power Trading , Renewables PPA , Decarbonising & Global Carbon Markets)"
Senior Event Producer and Operations Manager,Senior Event Producer and Operations Manager
"Functional Owner, Software Tester Infotainment","Functional Owner, Software Tester Infotainment"
Sales Support Business Analyst,Sales Support Business Analyst
Senior LCA & EPD Consulting Specialist,Senior LCA & EPD Consulting Specialist
Managing Director and Consultant,Managing Director and Consultant
Advisor Sustainable Industry & Circular Economy,Advisor Sustainable Industry & Circular Economy
"Product Coordinator, M1 emission classification","Product Coordinator, M1 emission classification"
"Vice President, Plastic Waste + Business","Vice President, Plastic Waste + Business"
Lead Backend Engineer,Lead Backend Engineer
Founder Good Growth | ESG | Energy Transition | Circular Economy,Founder Good Growth | ESG | Energy Transition | Circular Economy
Adviseur duurzaam inkopen en Plan Arthur collectieve wijk isolatie en verduurzamings aanpak.,Adviseur duurzaam inkopen en Plan Arthur collectieve wijk isolatie en verduurzamings aanpak.
Water consultant,Water consultant
"Circular Economy Orchestrator, Expert Evaluator, Monitor, and Reviewer","Circular Economy Orchestrator, Expert Evaluator, Monitor, and Reviewer"
Introduced as the first Degrowth Professor in the Netherlands,Introduced as the first Degrowth Professor in the Netherlands
Account Manager,Account Manager
Jury Sveriges Mästerkock,Jury Sveriges Mästerkock
Sales Specialist,Sales Specialist
Head of Strategic Engagement,Head of Strategic Engagement
Head of CSR Group,Head of CSR Group
Head of Corporate Responsibility & Quality,Head of Corporate Responsibility & Quality
Partner & Strategic Consultant,Partner & Strategic Consultant
"Founder, Blogger","Founder, Blogger"
Web Content Manager,Web Content Manager
Business Developer Sustainability (Focus on Decarbonisation),Business Developer Sustainability (Focus on Decarbonisation)
Referentin Social Media,Referentin Social Media
Chair of the Board of Directors,Chair of the Board of Directors
"Partnerships Developing Markets""""","Partnerships Developing Markets"""""
Expert Resources Group Member,Expert Resources Group Member
"Senior Principal, Head of Sustainability Consulting | AFRY Management Consulting","Senior Principal, Head of Sustainability Consulting | AFRY Management Consulting"
"Utvecklingssekreterare, strategiska arbetsmarknadsfrågor, stadskontoret","Utvecklingssekreterare, strategiska arbetsmarknadsfrågor, stadskontoret"
Circular Economy Advisor,Circular Economy Advisor
Gründungsdirektor,Gründungsdirektor
Leadership and Culture Lead,Leadership and Culture Lead
Senior Policy Manager,Senior Policy Manager
Area Manager,Area Manager
Ukraine Program Specialist,Ukraine Program Specialist
CRM & Retention Manager,CRM & Retention Manager
Cyber Vouchers Program Coordinator,Cyber Vouchers Program Coordinator
"Sustainability and Circularity Manager (Zalando Beauty, Fashion, Electronics and Toys)","Sustainability and Circularity Manager (Zalando Beauty, Fashion, Electronics and Toys)"
ESG Solutions Specialist,ESG Solutions Specialist
"Senior Manager, Operations and Strategic Partnerships","Senior Manager, Operations and Strategic Partnerships"
"Speaker, Author, Founder & Journalist","Speaker, Author, Founder & Journalist"
International Project Lead,International Project Lead
Senior Specialist on Circular Economy,Senior Specialist on Circular Economy
"Vice President, Head of ESG","Vice President, Head of ESG"
"ESG Lead, team lead","ESG Lead, team lead"
Boliden Research Manager Sustainability,Boliden Research Manager Sustainability
Hållbarhetskoordinator,Hållbarhetskoordinator
Advisory Council Member,Advisory Council Member
"Sustainability Manager,","Sustainability Manager,"
International Projects,International Projects
ESG Team Manager,ESG Team Manager
Director - Sales and Business Development,Director - Sales and Business Development
Sustainability advocate,Sustainability advocate
Singer-songwriter,Singer-songwriter
CEO & Founder at Rise in Love / Life Empowerment Programs,CEO & Founder at Rise in Love / Life Empowerment Programs
Head of Strategic Partnerships & Sponsorships,Head of Strategic Partnerships & Sponsorships
Head of Innovation & Knowledge,Head of Innovation & Knowledge
Co-manager of Anna of the North,Co-manager of Anna of the North
Senior Service Designer,Senior Service Designer
Change Management - Circular Economy | Renewables | Net Zero Opportunities,Change Management - Circular Economy | Renewables | Net Zero Opportunities
Vattenstrateg Värmdö kommun,Vattenstrateg Värmdö kommun
Looking for a job,Looking for a job
"Miljöingenjör, kemikaliespecialist","Miljöingenjör, kemikaliespecialist"
Advisor-Climate Change/Sustainability,Advisor-Climate Change/Sustainability
"CEO, The Green Dairy Innovation AB","CEO, The Green Dairy Innovation AB"
Energi- och klimatstrateg,Energi- och klimatstrateg
Author: The Strategy Book (NEW Speed Strategy Edition) FT Press,Author: The Strategy Book (NEW Speed Strategy Edition) FT Press
Co-fondateur,Co-fondateur
"Executive Director UPthereeverywhere, HUB Copenhagen - Malmö","Executive Director UPthereeverywhere, HUB Copenhagen - Malmö"
Policy Analyst,Policy Analyst
Head of Sustainable Business,Head of Sustainable Business
Chef för HR-verksamhet,Chef för HR-verksamhet
Senior Conversion Rate Optimisation Specialist (CRO),Senior Conversion Rate Optimisation Specialist (CRO)
Herr,Herr
Director - Sustainable IT Transformation,Director - Sustainable IT Transformation
Interim Chief Executive Officer,Interim Chief Executive Officer
GHG Manager,GHG Manager
Profesor Investigador,Profesor Investigador
Employer Branding Manager & Relations Manager,Employer Branding Manager & Relations Manager
Riskstrateg,Riskstrateg
Ekonomichef,Ekonomichef
"Head of Marketing Communications, Acting","Head of Marketing Communications, Acting"
KMA-chef,KMA-chef
"Management consultant, Partner","Management consultant, Partner"
Solution Architect,Solution Architect
Senior Communications and Public Affairs Advisor,Senior Communications and Public Affairs Advisor
Head of Global Sustainability | Circular Economy Manager,Head of Global Sustainability | Circular Economy Manager
Head of Research & Innovation,Head of Research & Innovation
Senior Environmental Consultant,Senior Environmental Consultant
"Global Comm. Strategy, Dev. & Transformation Manager at Ingka Group | IKEA","Global Comm. Strategy, Dev. & Transformation Manager at Ingka Group | IKEA"
Principal Consultant - Digital Services | Associate Director,Principal Consultant - Digital Services | Associate Director
Idrottslärare,Idrottslärare
Director International Business & Executive Committee Member,Director International Business & Executive Committee Member
Global Sustainability Innovation and Development,Global Sustainability Innovation and Development
Group head of ESG,Group head of ESG
Sustainability manager,Sustainability manager
ESG Reporting Advisor,ESG Reporting Advisor
"Managing Director, Australia Client Group","Managing Director, Australia Client Group"
Head Tutor - Sustainable Food Production and Processing Programme,Head Tutor - Sustainable Food Production and Processing Programme
"VP, Chief Sustainability Officer","VP, Chief Sustainability Officer"
Global Vice President Crisis and Community management,Global Vice President Crisis and Community management
Partner | ClimateTech Fund,Partner | ClimateTech Fund
"Diversity & Inclusion consultant, speaker and executive coach","Diversity & Inclusion consultant, speaker and executive coach"
Gruppchef sak,Gruppchef sak
Communication Director North Europe,Communication Director North Europe
"Associate Vice President, Global Climate Cooperation","Associate Vice President, Global Climate Cooperation"
Sustainability Developer: Dependency on Biodiversity,Sustainability Developer: Dependency on Biodiversity
Exportsäljare,Exportsäljare
Performance Development Manager,Performance Development Manager
Hållbarhetsansvarig,Hållbarhetsansvarig
Head of People Development,Head of People Development
HSE Advisor,HSE Advisor
Advanced Sustainability Advisor,Advanced Sustainability Advisor
Transparency Lead,Transparency Lead
Global Sustainability Engagement Lead & Southern Europe Sustainability Manager,Global Sustainability Engagement Lead & Southern Europe Sustainability Manager
Verksamhetsutvecklare RecoPark,Verksamhetsutvecklare RecoPark
Styrelseordförande Venture Cup Sverige,Styrelseordförande Venture Cup Sverige
Chair Of The Board Of Directors,Chair Of The Board Of Directors
Chief Responsibility Officer,Chief Responsibility Officer
Quality And Environmental Manager,Quality And Environmental Manager
Course Leader in Value-based Leadership,Course Leader in Value-based Leadership
Sales and Business Development,Sales and Business Development
Director Of Sustainability & Lead Consultant,Director Of Sustainability & Lead Consultant
Global Circular strategy and transformation associate director,Global Circular strategy and transformation associate director
Vice President Sustainable Business & Public Policy,Vice President Sustainable Business & Public Policy
"Chair, Regional Network Council, Latin America and Caribbean","Chair, Regional Network Council, Latin America and Caribbean"
Nordic Sales Coordinator,Nordic Sales Coordinator
Corporate Advisory at Redeye AB,Corporate Advisory at Redeye AB
Director of Customer Relations,Director of Customer Relations
Head of Marketing and Communication,Head of Marketing and Communication
Foreign Affairs Officer,Foreign Affairs Officer
VD Miljömärkning i Sverige AB - Svanen,VD Miljömärkning i Sverige AB - Svanen
Reader/Associate Professor (Docent) in International Relations,Reader/Associate Professor (Docent) in International Relations
Sustainability Manager Sweden,Sustainability Manager Sweden
"Product Owner, Retail Investment Tribe","Product Owner, Retail Investment Tribe"
Customer Engagement Manager,Customer Engagement Manager
Founder/Vilande,Founder/Vilande
"Director Governance and Finance, NORCAP, part of NRC","Director Governance and Finance, NORCAP, part of NRC"
"Miljö-, hållbarhets- och verksamhetskonsult - Sustainability consultant","Miljö-, hållbarhets- och verksamhetskonsult - Sustainability consultant"
Schipper SV Windfall,Schipper SV Windfall
Sustainability Advisor and Project Manager,Sustainability Advisor and Project Manager
Sustainability,Sustainability
Head Of Business Development and Sustainability,Head Of Business Development and Sustainability
Team Lead: Metal Recycling Process Chemistry and Crystallisation,Team Lead: Metal Recycling Process Chemistry and Crystallisation
MSc,MSc
Chief Analyst - Strategic intelligence,Chief Analyst - Strategic intelligence
Programme Coordinator at the Bern Convention,Programme Coordinator at the Bern Convention
Sustainability Strategist,Sustainability Strategist
Associate Consultant Climate Strategies,Associate Consultant Climate Strategies
Network Manager for the Sustainable Development Solutions Network (SDSN) Northern Europe,Network Manager for the Sustainable Development Solutions Network (SDSN) Northern Europe
CEO Health & Wellbeing,CEO Health & Wellbeing
Program Officer,Program Officer
"Director of Sustainability, Group Strategy & Sustainability","Director of Sustainability, Group Strategy & Sustainability"
Development Manager,Development Manager
Projektleiter Investitionsprojekte,Projektleiter Investitionsprojekte
EVP Sustainability / Head of Sustainability & Social Impact/,EVP Sustainability / Head of Sustainability & Social Impact/
Writer-at-large,Writer-at-large
Sustainability Manager/Hållbarhetschef,Sustainability Manager/Hållbarhetschef
Miljöledare,Miljöledare
Manager Sustainability and Specialist Circular Economy,Manager Sustainability and Specialist Circular Economy
Senior Climate & ESG Consultant,Senior Climate & ESG Consultant
Partner & Principal Consultant,Partner & Principal Consultant
Vice President Creative Services,Vice President Creative Services
Coordinator of evaluation,Coordinator of evaluation
Project Support Specialist,Project Support Specialist
Co-founder & Head of Communication and Partnerships,Co-founder & Head of Communication and Partnerships
EHS-strateg med fokus på hållbarhetsfrågor,EHS-strateg med fokus på hållbarhetsfrågor
"Facilitator, change agent, human capacity builder and partner in quest","Facilitator, change agent, human capacity builder and partner in quest"
Innovation Leader,Innovation Leader
Head of Sales and Business Development,Head of Sales and Business Development
Sustainability Advisor & Consultant,Sustainability Advisor & Consultant
Coordinator of evolution,Coordinator of evolution
VD / CEO,VD / CEO
Vice President Sustainability Strategy,Vice President Sustainability Strategy
Senior Policy Advisor Environmental Issues,Senior Policy Advisor Environmental Issues
Founder and Contextual Fashion Designer at SOLVE Studio,Founder and Contextual Fashion Designer at SOLVE Studio
Custodian and Enabler,Custodian and Enabler
Vikarierande lärare,Vikarierande lärare
Founder and Chairwoman,Founder and Chairwoman
"Program Manager, Duni Group","Program Manager, Duni Group"
VD och Affärscoach,VD och Affärscoach
Senior Lecturer in Entrepreneurship,Senior Lecturer in Entrepreneurship
Political Consultant,Political Consultant
Regional Manager MENA,Regional Manager MENA
Advokat,Advokat
Green finance consultant,Green finance consultant
"Americas leader, Climate Change and Sustainability Services (CCaSS)","Americas leader, Climate Change and Sustainability Services (CCaSS)"
Sustainability Consulting Manager,Sustainability Consulting Manager
Communications Specialist,Communications Specialist
Sustainability Data Specialist,Sustainability Data Specialist
National Environment and Sustainability Manager,National Environment and Sustainability Manager
Diseñador de Estrategias de Carbono,Diseñador de Estrategias de Carbono
Head of Circular Design & Founding Partner,Head of Circular Design & Founding Partner
"Director, Sustainability Product & Portfolio","Director, Sustainability Product & Portfolio"
Global Lead - Strategic Sustainability Advisory,Global Lead - Strategic Sustainability Advisory
Editor At Large - Unlock Net Zero & Comment Writer - Social Housing Magazine,Editor At Large - Unlock Net Zero & Comment Writer - Social Housing Magazine
Senior R&D Strategist,Senior R&D Strategist
"Directeur principal, ESG / Développement durable","Directeur principal, ESG / Développement durable"
Product Support Engineer,Product Support Engineer
Creative Strategist,Creative Strategist
Chief Sustainability Officer & Executive Director - Anthesis Group,Chief Sustainability Officer & Executive Director - Anthesis Group
Miembro del Directorio,Miembro del Directorio
CEO and President,CEO and President
Learning Support,Learning Support
"Designer, freelancer","Designer, freelancer"
MOYU Rocks - Nordic sales representative,MOYU Rocks - Nordic sales representative
Keynote Speaker,Keynote Speaker
"Director, ESG & Corporate Responsibility","Director, ESG & Corporate Responsibility"
"Senior ESG Risk Manager,","Senior ESG Risk Manager,"
Psychologischer Berater,Psychologischer Berater
Owner of the Company/ Founder,Owner of the Company/ Founder
Group Environmental Sustainability Lead,Group Environmental Sustainability Lead
Delägare,Delägare
Partner - Corporate Sustainability,Partner - Corporate Sustainability
"Member of the board, non executive director","Member of the board, non executive director"
Coach och ledarutvecklare,Coach och ledarutvecklare
Director Advisory,Director Advisory
"President, Intelligence + Influence","President, Intelligence + Influence"
Management and administration Fakultet för Teknik och Samhälle,Management and administration Fakultet för Teknik och Samhälle
Senior Research Officer,Senior Research Officer
Projektledare - Framtiden Tillhör Alla,Projektledare - Framtiden Tillhör Alla
CEO och grundare,CEO och grundare
Founding Partner and Senior Consultant,Founding Partner and Senior Consultant
Director of Collaborations,Director of Collaborations
Sustainability Provocateur,Sustainability Provocateur
Affärschef Kulturmiljö och Stadsbyggnad,Affärschef Kulturmiljö och Stadsbyggnad
"Director, Data and Standards","Director, Data and Standards"
Head - Corporate Sustainability,Head - Corporate Sustainability
Global Head of Sustainability Business Tech H&M Group,Global Head of Sustainability Business Tech H&M Group
Founder and Dep. CEO,Founder and Dep. CEO
Board Member and Treasurer,Board Member and Treasurer
Heartful Leadership Method™ for Executives,Heartful Leadership Method™ for Executives
Account Director,Account Director
Head of Corporate Social Responsibility,Head of Corporate Social Responsibility
Auditor/Consultant-Sustainability,Auditor/Consultant-Sustainability
SENIOR ENVIRONMENTAL & SUSTAINABILITY MANAGER - SOUTH AMERICA,SENIOR ENVIRONMENTAL & SUSTAINABILITY MANAGER - SOUTH AMERICA
Chief Operating Officer and Head of Stakeholder Engagement,Chief Operating Officer and Head of Stakeholder Engagement
Global sustainability lead,Global sustainability lead
Futurist Keynote Speaker l Author | Investor,Futurist Keynote Speaker l Author | Investor
Luxury Estate Management Consulting / Projects,Luxury Estate Management Consulting / Projects
